,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
983,DRI,"Darden Restaurants, Inc.",Services,Restaurants,USA,14340000000,21.49,117.03,-1.93%,"779,745"
986,DRQ,"Dril-Quip, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1660000000,-,45.70,-3.77%,"312,212"
991,DS,Drive Shack Inc.,Financial,REIT - Diversified,USA,297180000,-,4.65,-3.33%,"85,749"
995,DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",Financial,Closed-End Fund - Debt,USA,384090000,1945.00,7.78,0.00%,"86,199"
996,DSS,"Document Security Systems, Inc.",Services,Business Services,USA,21170000,14.60,1.27,2.42%,"77,318"
997,DSU,"BlackRock Debt Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA,573800000,15.07,10.88,0.00%,"73,616"
998,DSW,Designer Brands Inc.,Services,Apparel Stores,USA,1590000000,-,22.51,1.31%,"2,445,476"
999,DSX,Diana Shipping Inc.,Services,Shipping,Greece,306800000,28.63,2.92,-0.68%,"577,128"
1001,DTE,DTE Energy Company,Utilities,Electric Utilities,USA,22370000000,19.58,123.23,0.50%,"735,078"
1002,DTF,DTF Tax-Free Income Inc.,Financial,Closed-End Fund - Debt,USA,114010000,-,13.38,-0.15%,"21,635"
1010,DUC,Duff & Phelps Utility and Corporate Bond Trust Inc.,Financial,Closed-End Fund - Debt,USA,237000000,-,8.62,0.23%,"31,420"
1012,DUK,Duke Energy Corporation,Utilities,Electric Utilities,USA,64810000000,23.96,90.25,0.16%,"2,475,354"
1016,DVA,DaVita Inc.,Healthcare,Specialized Health Services,USA,9030000000,15.48,55.11,-0.24%,"984,157"
1017,DVD,"Dover Motorsports, Inc.",Services,Sporting Activities,USA,74110000,10.83,2.04,-1.64%,"8,383"
1019,DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,USA,13110000000,25.95,31.06,-3.03%,"4,981,554"
1024,DWDP,DowDuPont Inc.,Basic Materials,Chemicals - Major Diversified,USA,85570000000,23.38,38.22,0.21%,"13,993,172"
1028,DX,"Dynex Capital, Inc.",Financial,REIT - Residential,USA,431980000,307.50,6.15,-0.65%,"681,664"
1029,DXC,DXC Technology Company,Technology,Information Technology Services,USA,17530000000,12.82,63.60,-1.61%,"1,808,551"
1031,DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China,62210000,2.67,2.70,-9.70%,29
1033,DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,USA,38380000,-,10.10,-0.98%,"27,763"
1034,DY,"Dycom Industries, Inc.",Industrial Goods,Heavy Construction,USA,1490000000,24.35,47.65,-3.60%,"269,747"
1038,E,Eni S.p.A.,Basic Materials,Major Integrated Oil & Gas,Italy,64170000000,13.58,35.65,0.34%,"602,024"
1039,EAD,Wells Fargo Advantage Funds - Wells Fargo Income Opportunities Fund,Financial,Asset Management,USA,549550000,130.66,7.97,-0.13%,"160,781"
1040,EAF,GrafTech International Ltd.,Industrial Goods,Diversified Machinery,USA,4090000000,4.79,13.75,-0.72%,"929,448"
1042,EARN,Ellington Residential Mortgage REIT,Financial,REIT - Residential,USA,146580000,-,11.84,0.00%,"54,718"
1044,EAT,"Brinker International, Inc.",Services,Restaurants,USA,1600000000,12.37,43.06,-2.29%,"1,290,558"
1045,EB,"Eventbrite, Inc.",Technology,Application Software,USA,1610000000,-,20.67,-4.26%,"1,113,033"
1046,EBF,"Ennis, Inc.",Consumer Goods,Office Supplies,USA,544230000,13.11,20.94,-1.41%,"76,694"
1048,EBR,Centrais Eletricas Brasileiras S.A. - Eletrobras,Utilities,Electric Utilities,Brazil,11860000000,-,8.77,-2.99%,"748,641"
1049,EBR-B,Centrais Eletricas Brasileiras S.A. - Eletrobras,Utilities,Electric Utilities,Brazil,12210000000,-,9.03,-4.04%,"11,396"
1050,EBS,Emergent BioSolutions Inc.,Healthcare,Biotechnology,USA,2630000000,46.13,52.36,-0.81%,"582,846"
1051,EC,Ecopetrol S.A.,Basic Materials,Major Integrated Oil & Gas,Colombia,44100000000,12.03,21.61,-1.64%,"980,532"
1052,ECA,Encana Corporation,Basic Materials,Major Integrated Oil & Gas,Canada,10080000000,6.20,6.94,-4.54%,"29,595,296"
1053,ECC,Eagle Point Credit Company Inc.,Financial,Closed-End Fund - Debt,USA,412820000,-,17.83,0.00%,"115,002"
1054,ECCA,Eagle Point Credit Company Inc.,Financial,Asset Management,USA,594120000,-,25.70,0.20%,"9,839"
1055,ECCB,Eagle Point Credit Company Inc.,Financial,Asset Management,USA,605680000,-,26.20,-0.98%,251
1058,ECF,Ellsworth Growth and Income Fund Ltd.,Financial,Asset Management,USA,126460000,7.05,9.71,-0.61%,"27,417"
1059,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,USA,52580000000,34.75,181.50,0.14%,"860,618"
1061,ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,336350000,-,12.16,2.88%,"316,506"
1063,ECT,ECA Marcellus Trust I,Basic Materials,Oil & Gas Drilling & Exploration,USA,31870000,5.76,1.81,0.00%,"18,973"
1064,ED,"Consolidated Edison, Inc.",Utilities,Electric Utilities,USA,26760000000,19.05,84.16,0.44%,"951,083"
1070,EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anonima,Utilities,Electric Utilities,Argentina,377460000,7.86,17.54,-4.62%,"42,711"
1073,EDU,New Oriental Education & Technology Group Inc.,Services,Education & Training Services,China,14410000000,62.15,90.99,1.95%,"1,356,827"
1076,EE,El Paso Electric Company,Utilities,Electric Utilities,USA,2400000000,28.68,59.16,-0.08%,"211,734"
1077,EEA,"The European Equity Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,70210000,-,8.83,-0.11%,"2,433"
1089,EEX,"Emerald Expositions Events, Inc.",Services,Business Services,USA,910550000,-,12.83,-1.61%,"89,121"
1092,EFC,Ellington Financial Inc.,Financial,Mortgage Investment,USA,539890000,11.97,18.32,0.00%,"128,247"
1096,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,488980000,13.01,13.27,0.30%,"66,572"
1097,EFT,Eaton Vance Floating-Rate Income Trust,Financial,Closed-End Fund - Debt,USA,534170000,20.52,13.40,0.15%,"206,710"
1099,EFX,Equifax Inc.,Financial,Credit Services,USA,14790000000,49.62,122.52,-0.61%,"478,516"
1101,EGF,"BlackRock Enhanced Government Fund, Inc.",Financial,Closed-End Fund - Debt,USA,68390000,-,13.00,-0.24%,"29,465"
1102,EGHT,"8x8, Inc.",Technology,Diversified Communication Services,USA,1940000000,-,20.62,0.54%,"407,126"
1103,EGI,Entree Resources Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,62620000,-,0.35,-1.77%,"75,769"
1105,EGO,Eldorado Gold Corporation,Basic Materials,Gold,Canada,762480000,-,4.73,1.94%,"1,417,658"
1106,EGP,"EastGroup Properties, Inc.",Financial,REIT - Industrial,USA,4050000000,44.49,111.19,-0.01%,"181,706"
1108,EGY,"VAALCO Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,141230000,1.50,2.44,-0.81%,"343,502"
1109,EHC,Encompass Health Corporation,Healthcare,Hospitals,USA,5930000000,20.73,60.73,0.66%,"682,576"
1110,EHI,Western Asset Global High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,431520000,-,9.62,-0.21%,"46,946"
1111,EHIC,eHi Car Services Limited,Services,Rental & Leasing Services,China,844730000,78.21,12.20,-0.08%,"661,339"
1114,EIG,"Employers Holdings, Inc.",Financial,Accident & Health Insurance,USA,1310000000,9.44,39.93,-0.77%,"197,483"
1115,EIM,Eaton Vance Municipal Bond Fund,Financial,Asset Management,USA,989530000,-,12.34,-0.08%,"102,371"
1118,EIX,Edison International,Utilities,Electric Utilities,USA,20370000000,-,62.47,-2.02%,"2,109,285"
1120,EL,The Estee Lauder Companies Inc.,Consumer Goods,Personal Products,USA,59020000000,36.13,163.85,-0.59%,"1,062,505"
1121,ELAN,Elanco Animal Health Incorporated,Healthcare,Drugs - Generic,USA,11980000000,138.23,32.76,-1.97%,"2,995,230"
1124,ELF,"e.l.f. Beauty, Inc.",Consumer Goods,Personal Products,USA,561930000,37.62,11.85,-0.34%,"1,498,566"
1125,ELLI,"Ellie Mae, Inc.",Technology,Application Software,USA,3440000000,148.87,98.85,-0.02%,"2,593,895"
1126,ELLO,Ellomay Capital Ltd.,Utilities,Electric Utilities,Israel,89170000,-,8.79,-0.91%,"3,267"
1127,ELMD,"Electromed, Inc.",Healthcare,Medical Appliances & Equipment,USA,44040000,22.94,5.30,-3.64%,"1,206"
1128,ELP,Companhia Paranaense de Energia - COPEL,Utilities,Electric Utilities,Brazil,2470000000,7.33,9.77,-1.11%,"379,621"
1129,ELS,"Equity LifeStyle Properties, Inc.",Financial,REIT - Residential,USA,10330000000,51.36,114.90,-0.58%,"183,684"
1131,ELVT,"Elevate Credit, Inc.",Financial,Credit Services,USA,195130000,16.03,4.52,-0.22%,"154,993"
1132,ELY,Callaway Golf Company,Consumer Goods,Sporting Goods,USA,1530000000,15.33,16.43,-0.73%,"1,467,711"
1134,EMAN,eMagin Corporation,Technology,Semiconductor Equipment & Materials,USA,28740000,-,0.61,10.13%,"334,047"
1136,EMD,Western Asset Emerging Markets Debt Fund Inc.,Financial,Closed-End Fund - Debt,USA,843150000,-,13.88,0.29%,"116,248"
1137,EME,"EMCOR Group, Inc.",Industrial Goods,General Contractors,USA,4110000000,15.08,73.93,-1.52%,"204,797"
1139,EMES,Emerge Energy Services LP,Basic Materials,Industrial Metals & Minerals,USA,55320000,4.51,1.85,-3.14%,"105,834"
1140,EMF,Templeton Emerging Markets Fund,Financial,Closed-End Fund - Foreign,Singapore,257300000,-,15.30,0.26%,"50,957"
1144,EMN,Eastman Chemical Company,Basic Materials,Chemicals - Major Diversified,USA,11170000000,10.99,81.13,-0.83%,"720,566"
1148,EMR,Emerson Electric Co.,Industrial Goods,Industrial Electrical Equipment,USA,43510000000,22.06,70.81,-1.26%,"2,300,721"
1150,EMX,EMX Royalty Corporation,Basic Materials,Industrial Metals & Minerals,Canada,90950000,-,1.13,0.00%,"32,969"
1151,ENB,Enbridge Inc.,Basic Materials,Oil & Gas Pipelines,Canada,74320000000,34.14,36.84,-0.67%,"2,768,769"
1152,ENBL,"Enable Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,5910000000,12.28,13.67,-0.80%,"465,328"
1154,ENIA,Enel Americas S.A.,Utilities,Electric Utilities,Chile,10190000000,8.42,8.81,0.80%,"2,675,414"
1155,ENIC,Enel Chile S.A.,Utilities,Electric Utilities,Chile,7320000000,12.31,5.23,0.77%,"265,009"
1157,ENLC,"EnLink Midstream, LLC",Basic Materials,Oil & Gas Pipelines,USA,6060000000,-,12.35,-0.80%,"1,340,898"
1159,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3260000000,25.36,47.05,-1.38%,"559,376"
1160,ENS,EnerSys,Industrial Goods,Industrial Electrical Equipment,USA,2900000000,15.38,67.82,-2.23%,"217,546"
1161,ENSV,Enservco Corporation,Basic Materials,Independent Oil & Gas,USA,24920000,-,0.45,-3.85%,"54,845"
1163,ENV,"Envestnet, Inc.",Services,Business Services,USA,3140000000,564.87,66.09,-1.37%,"179,118"
1164,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,773610000,13.48,22.99,-2.71%,"182,954"
1165,ENX,Eaton Vance New York Municipal Bond Fund,Financial,Asset Management,USA,183870000,-,11.74,0.09%,"22,541"
1166,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,146470000,-,3.29,6.82%,"386,480"
1168,EOG,"EOG Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,54300000000,17.00,98.57,-0.91%,"4,005,677"
1169,EOI,Eaton Vance Enhanced Equity Income Fund,Financial,Closed-End Fund - Equity,USA,572470000,5.98,14.61,-0.20%,"74,350"
1170,EOS,Eaton Vance Enhanced Equity Income Fund II,Financial,Closed-End Fund - Equity,USA,801190000,180.32,16.77,-0.47%,"95,606"
1172,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,USA,9200000000,40.57,168.92,-0.21%,"493,690"
1173,EPC,Edgewell Personal Care Company,Consumer Goods,Personal Products,USA,2370000000,22.38,43.85,-2.32%,"249,131"
1174,EPD,Enterprise Products Partners L.P.,Basic Materials,Independent Oil & Gas,USA,63860000000,15.42,29.26,-0.71%,"2,891,508"
1175,EPE,EP Energy Corporation,Basic Materials,Independent Oil & Gas,USA,53930000,-,0.24,-4.38%,"1,142,482"
1178,EPM,Evolution Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,216620000,13.09,6.78,-1.88%,"55,162"
1181,EPR,EPR Properties,Financial,REIT - Retail,USA,5820000000,23.92,78.10,-0.50%,"204,807"
1182,EPRT,"Essential Properties Realty Trust, Inc.",Financial,REIT - Diversified,USA,1090000000,77.35,19.26,1.16%,"378,671"
1187,EQC,Equity Commonwealth,Financial,REIT - Office,USA,3900000000,15.21,32.25,-0.59%,"566,083"
1188,EQH,"AXA Equitable Holdings, Inc.",Financial,Insurance Brokers,USA,11780000000,6.74,21.68,-1.09%,"2,582,079"
1191,EQM,"EQM Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,5570000000,19.38,45.88,-0.74%,"400,398"
1192,EQNR,Equinor ASA,Basic Materials,Major Integrated Oil & Gas,Norway,74700000000,10.10,22.85,-0.78%,"1,302,046"
1193,EQR,Equity Residential,Financial,REIT - Residential,USA,27770000000,42.57,75.39,-0.22%,"877,220"
1194,EQS,"Equus Total Return, Inc.",Financial,Diversified Investments,USA,25530000,457.50,1.83,-1.61%,100
1195,EQT,EQT Corporation,Basic Materials,Independent Oil & Gas,USA,5340000000,-,20.93,-2.70%,"4,445,757"
1198,ERA,Era Group Inc.,Services,"Air Services, Other",USA,253000000,18.52,11.85,-0.42%,"218,470"
1199,ERC,Wells Fargo Advantage Multi-Sector Income Fund,Financial,Asset Management,USA,388110000,-,12.34,0.65%,"148,701"
1200,ERF,Enerplus Corporation,Basic Materials,Oil & Gas Drilling & Exploration,Canada,2180000000,7.78,8.99,-0.77%,"971,854"
1201,ERH,Wells Fargo Advantage Utilities and High Income Fund,Financial,Asset Management,USA,120220000,-,12.99,-0.09%,"6,019"
1202,ERJ,Embraer S.A.,Industrial Goods,Aerospace/Defense Products & Services,Brazil,3540000000,-,19.62,-1.80%,"607,823"
1204,EROS,Eros International Plc,Services,"Movie Production, Theaters",USA,634590000,-,8.68,-1.59%,"281,886"
1208,ES,Eversource Energy,Utilities,Diversified Utilities,USA,22460000000,21.69,70.78,0.23%,"1,377,173"
1209,ESBA,"Empire State Realty OP, L.P.",Financial,REIT - Office,USA,469120000,39.62,15.57,-1.08%,"6,641"
1210,ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments,USA,1780000000,24.07,69.66,-0.94%,"116,161"
1216,ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,USA,2650000000,-,10.55,-0.09%,"2,754,995"
1218,ESNT,Essent Group Ltd.,Financial,Mortgage Investment,Bermuda,4340000000,9.31,44.40,-4.54%,"595,009"
1219,ESP,Espey Mfg. & Electronics Corp.,Technology,Diversified Electronics,USA,58510000,45.85,24.48,-0.76%,563
1221,ESRT,"Empire State Realty Trust, Inc.",Financial,REIT - Diversified,USA,2750000000,40.00,15.64,-0.95%,"842,763"
1222,ESS,"Essex Property Trust, Inc.",Financial,REIT - Residential,USA,18780000000,48.69,287.46,-0.01%,"234,965"
1223,ESTC,Elastic N.V.,Technology,Application Software,USA,6210000000,-,82.24,2.80%,"828,013"
1224,ESTE,"Earthstone Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,490620000,5.11,7.59,2.29%,"206,611"
1225,ESV,Ensco plc,Basic Materials,Oil & Gas Drilling & Exploration,United Kingdom,1750000000,-,4.01,1.01%,"16,332,056"
1226,ET,Energy Transfer LP,Basic Materials,Oil & Gas Equipment & Services,USA,39980000000,11.13,15.47,-1.65%,"7,247,168"
1227,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,Financial,Closed-End Fund - Equity,USA,410290000,-,15.46,-0.39%,"35,934"
1228,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,Financial,Closed-End Fund - Equity,USA,1220000000,-,15.94,-0.25%,"118,231"
1229,ETH,Ethan Allen Interiors Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,515950000,14.84,19.47,-0.46%,"202,866"
1232,ETM,Entercom Communications Corp.,Services,Broadcasting - Radio,USA,845170000,-,6.12,-1.61%,"1,030,434"
1233,ETN,Eaton Corporation plc,Industrial Goods,Diversified Machinery,Ireland,34910000000,16.76,82.35,-1.59%,"1,984,002"
1234,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,Financial,Closed-End Fund - Equity,USA,362110000,-,24.05,0.08%,"44,446"
1235,ETR,Entergy Corporation,Utilities,Electric Utilities,USA,17880000000,20.44,94.71,0.39%,"1,026,256"
1236,ETRN,Equitrans Midstream Corporation,Basic Materials,Independent Oil & Gas,USA,5300000000,19.02,21.11,-0.94%,"2,542,491"
1237,ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,Financial,Closed-End Fund - Equity,USA,1190000000,-,15.05,-0.46%,"174,510"
1238,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,Financial,Closed-End Fund - Foreign,USA,1060000000,-,9.85,-0.71%,"269,865"
1240,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,Financial,Closed-End Fund - Equity,USA,1720000000,12.74,11.50,-0.86%,"322,427"
1248,EURN,Euronav NV,Services,Shipping,Belgium,1950000000,-,8.89,1.37%,"774,833"
1252,EV,Eaton Vance Corp.,Financial,Asset Management,USA,4710000000,12.71,41.02,-2.59%,"667,224"
1253,EVA,"Enviva Partners, LP",Industrial Goods,"Lumber, Wood Production",USA,860830000,-,32.57,-0.49%,"38,826"
1254,EVBN,"Evans Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,171960000,10.87,36.05,-0.93%,"8,173"
1255,EVC,Entravision Communications Corporation,Services,Broadcasting - TV,USA,277730000,324.00,3.24,-4.99%,"317,264"
1256,EVF,Eaton Vance Senior Income Trust,Financial,Closed-End Fund - Debt,USA,237040000,201.94,6.26,0.00%,"87,927"
1257,EVG,Eaton Vance Short Duration Diversified Income Fund,Financial,Closed-End Fund - Debt,USA,230120000,45.48,12.87,-0.31%,"15,850"
1258,EVH,"Evolent Health, Inc.",Technology,Healthcare Information Services,USA,1030000000,-,12.63,0.40%,"1,320,426"
1259,EVI,"EVI Industries, Inc.",Services,Consumer Services,USA,447020000,114.70,38.77,-0.33%,"16,462"
1260,EVM,Eaton Vance California Municipal Bond Fund,Financial,Asset Management,USA,226990000,-,10.61,0.09%,"30,385"
1261,EVN,Eaton Vance Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,479990000,151.25,12.10,0.17%,"68,831"
1262,EVR,Evercore Inc.,Financial,Asset Management,USA,4310000000,10.73,89.94,-0.94%,"300,969"
1263,EVRG,"Evergy, Inc.",Utilities,Electric Utilities,USA,15000000000,24.84,57.28,0.30%,"1,296,679"
1264,EVRI,Everi Holdings Inc.,Services,Gaming Activities,USA,691520000,64.80,9.85,-2.96%,"1,319,014"
1265,EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,Financial,Closed-End Fund - Equity,USA,1660000000,6.02,22.73,-0.09%,"119,523"
1266,EVTC,"EVERTEC, Inc.",Technology,Business Software & Services,USA,2100000000,25.14,29.06,0.07%,"289,600"
1267,EVV,Eaton Vance Limited Duration Income Fund,Financial,Asset Management,USA,1460000000,31.11,12.57,-0.32%,"298,150"
1269,EVY,Eaton Vance New York Municipal Income Trust,Financial,Asset Management,USA,67900000,-,12.40,0.00%,"2,837"
1270,EW,Edwards Lifesciences Corporation,Healthcare,Medical Appliances & Equipment,USA,39740000000,54.40,189.96,0.76%,"914,085"
1297,EXC,Exelon Corporation,Utilities,Diversified Utilities,USA,47780000000,23.89,49.52,-0.20%,"5,267,217"
1301,EXK,Endeavour Silver Corp.,Basic Materials,Silver,Canada,337330000,-,2.56,1.19%,"509,597"
1302,EXP,Eagle Materials Inc.,Industrial Goods,Cement,USA,3910000000,17.27,84.47,-1.60%,"399,845"
1303,EXPR,"Express, Inc.",Services,Apparel Stores,USA,273920000,32.54,4.10,-4.65%,"1,672,686"
1304,EXR,Extra Space Storage Inc.,Financial,REIT - Industrial,USA,12770000000,32.60,100.99,0.86%,"644,635"
1306,EXTN,Exterran Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,616030000,960.00,17.28,-3.14%,"128,828"
1311,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,36700000000,10.37,9.21,-0.97%,"29,879,088"
1312,FAF,First American Financial Corporation,Financial,Property & Casualty Insurance,USA,5900000000,12.62,52.88,-1.07%,"424,996"
1313,FAM,First Trust/Aberdeen Global Opportunity Income Fund,Financial,Closed-End Fund - Debt,USA,128320000,-,10.05,0.70%,"18,544"
1317,FAX,"Aberdeen Asia-Pacific Income Fund, Inc.",Financial,Closed-End Fund - Debt,Singapore,1060000000,-,4.24,0.00%,"830,011"
1319,FBC,"Flagstar Bancorp, Inc.",Financial,Savings & Loans,USA,1910000000,10.66,34.19,-0.84%,"179,950"
1321,FBHS,"Fortune Brands Home & Security, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,6970000000,18.27,49.40,-2.16%,"1,250,683"
1322,FBM,"Foundation Building Materials, Inc.",Services,Industrial Equipment Wholesale,USA,450670000,-,10.87,-1.98%,"221,012"
1324,FBP,First BanCorp.,Financial,Foreign Regional Banks,USA,2510000000,12.36,11.35,-0.87%,"1,199,517"
1326,FC,Franklin Covey Co.,Services,Education & Training Services,USA,355340000,-,27.61,-0.83%,"48,907"
1327,FCAU,Fiat Chrysler Automobiles N.V.,Consumer Goods,Auto Manufacturers - Major,United Kingdom,24080000000,6.70,15.53,-1.58%,"3,622,654"
1328,FCF,First Commonwealth Financial Corporation,Financial,Regional - Northeast Banks,USA,1300000000,12.23,13.20,-0.75%,"312,198"
1330,FCN,"FTI Consulting, Inc.",Services,Management Services,USA,2920000000,19.41,76.73,-0.93%,"377,150"
1331,FCO,"Aberdeen Global Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,71540000,-,8.20,-0.24%,"20,515"
1334,FCPT,"Four Corners Property Trust, Inc.",Financial,REIT - Hotel/Motel,USA,1950000000,22.44,28.81,-1.20%,"356,369"
